en_text,jp_text,google_translated,score
It's a lost cow.,“迷い牛”,"""Lost cow""",0.25
"It has to be a lost cow, doesn't it?",迷い牛だろ そりゃ,It is a lost cow,0.3333333333333333
"Take the first symbol from whirlpool, change the water radical into an insect one, add cow, and you have snail.",渦巻の渦の さんずいを虫偏に変えて,Change the vortex of the swirl,0.08333333333333333
"You hear of countless types of things that will confuse people, but...",人を迷わせる類いの怪異は,The monster of the kind of people get lost,0.1111111111111111
"in your situation, and that bit you said about a snail, it definitely has to be a lost cow, right?",そのタイプで蝸牛だっていうなら 迷い牛で間違いないでしょ,"If it is a cochlea in that type, there is no doubt in a lost cow",0.25
House? Isn't this just a road?,家って… 道じゃん,House ...,0.1111111111111111
"And yet, this is quite depressing.",これは さすがに結構ブルーだわ,This is a lot of blue,0.16666666666666666
"Yeah, isn't it?",まあ そりゃ そうだよな,"Well, that's right",0.1
"It's about time you let go of my leg, Hachikuji.",いい加減に僕の足から離れろよ 八九寺,Remove me from my feet,0.058823529411764705
It's difficult for me to walk.,歩きにくいんだよ,It is hard to walk,0.3
Say something. Don't be so quiet.,何か言えよ 黙ってないで,I can not say anything,0.08333333333333333
The PTA?,へえ ＰＴＡに…,Human PTA ...,0.2
"With a single finger, they'll go ""pop"" and it'll be over!",何の権力も持たない 未成年の 一市民なんて,Annual one citizen who does not have any power,0.0
"A single finger, huh? That's pretty scary.",指先ひとつか　そりゃ 怖いな,I'm scared if my fingertip,0.0
"By the way, Hachikuji, what does PTA stand for? question             what does \hpta\hstand for?",ところで 八九寺 ＰＴＡとは何の略なんだ？,"By the way, what is the abbreviation of Hachiji PTA?",0.4117647058823529
Parent Teacher Associationの略よ,ＰＴＡというのは,PTA is,0.0
That means it's an association for parents and teachers.,親と教師の会という意味ね,It means the parent and teacher's association,0.35714285714285715
It can also stand for the surgical method percutaneous transluminal angioplasty. That's medical jargon.,経皮経管的血管形成術という 医学用語の略でもあるけれど,It is also an abbreviation for medical terms of transdermal transcutant angioplasty,0.21739130434782608
"Early morning on the fourteenth, being drunk, was hit by a car. After being dragged for 1km, finally fell to a ditch.",経皮経管的血管形成術という 医学用語の略でもあるけれど,It is also an abbreviation for medical terms of transdermal transcutant angioplasty,0.030303030303030304
Right forearm,経皮経管的血管形成術という 医学用語の略でもあるけれど,It is also an abbreviation for medical terms of transdermal transcutant angioplasty,0.0
Left forearm,経皮経管的血管形成術という 医学用語の略でもあるけれど,It is also an abbreviation for medical terms of transdermal transcutant angioplasty,0.0
Ulna bone  Radius bone  \h\h\h\hCarpal bone,経皮経管的血管形成術という 医学用語の略でもあるけれど,It is also an abbreviation for medical terms of transdermal transcutant angioplasty,0.0
Magnification,経皮経管的血管形成術という 医学用語の略でもあるけれど,It is also an abbreviation for medical terms of transdermal transcutant angioplasty,0.0
Observation:,経皮経管的血管形成術という 医学用語の略でもあるけれど,It is also an abbreviation for medical terms of transdermal transcutant angioplasty,0.0
Medical abbreviation,阿良々木くんが そんなものを 求めているとは思えないから,Because I do not think that Atsuki Kun is looking for such things,0.0
Percutaneous Transluminal,阿良々木くんが そんなものを 求めているとは思えないから,Because I do not think that Atsuki Kun is looking for such things,0.0
Angioplasty,阿良々木くんが そんなものを 求めているとは思えないから,Because I do not think that Atsuki Kun is looking for such things,0.0
I doubt that's the answer you were looking for.,阿良々木くんが そんなものを 求めているとは思えないから,Because I do not think that Atsuki Kun is looking for such things,0.2
